embedding_index,title,year,authors,journal_name,venue,issn,doi,subjects,work_id,embedding_id,embedding_run,embedding_preview,abstract
72,The discovery of forcing.,2002,"Cohen, Paul Joseph",Rocky Mountain Journal of Mathematics,"Rocky Mt. J. Math. 32, No. 4, 1071-1100 (2002).",0035-7596,10.1216/rmjm/1181070010,"03E35, 03-02, 01A60, 03-03, 03E50",10.1216/rmjm/1181070010,1dbd267c8096fc64fed7f792ef195e5e9a15b145,msc_clean,"[-0.1210, 0.0273, 0.0162, 0.0374, 0.0198, 0.0506, -0.0599, 0.0318, ...] dimension=384","This is the text of a talk given by the famous author, a master in the subject, on a conference where his talk was to indicate the background leading up to his work in set theory and to explain in a broad outline the general method of forcing, which he introduced in order to establish various independence results. He admits that the evolution of forcing methods has been so rapid and extensive that he is no longer competent to give any broad survey. However, he remarks that it is gratifying to learn that it has left its mark even on abelian groups, in particular on the Whitehead conjecture.

In the introductory section of the paper, the evolution of the Zermelo-Fraenkel system and the contributions of Zermelo, Frege, Skolem, Löwenheim and Fraenkel in this process is discussed; moreover the controversy on Gödel's completeness theorem, which appeared ten years later after Skolem really proved it (in an ``obscure'' Norwegian journal). Cantor's struggle with the continuum hypothesis is described; König's work in this direction is indicated. The second section is a detailed discussion on ``the work of CH and AC'', while the independence of CH is discussed in the third section. A brief description is given of how in 1962 the author began to think about proving independence and how he arrived at it. In this pursuit he arrived at the method of forcing.

An elementary statement (or forcing condition) is a finite number of statements of the form \(n\) in \(a\) or \(n\) not in \(a\), where \(n\) is an integer, which are not contradictory. The notion of forcing is that an elementary condition \(P\) forces a statement \(S\) (analogous to implication). We deal with statements \(S\) which have a rank; that means that all variables and all constants occurring in the statement, deal with sets whose rank is bounded by some ordinal. The final definition of forcing is given as:

\(P\) forces \(\exists x A(x)\) if, for some \(x\) with the required rank, \(P\) forces \(A(x)\). \(P\) fo..."
73,Letter to the editor: An impossible program,1965,"Strachey, C.",The Computer Journal,"Comput. J. 8, 176 (1965).","1460-2067, 0010-4620",10.1093/comjnl/8.2.176,"03D10, 68Q04",10.1093/comjnl/8.2.176,05b56c3fe4285c247eaf8a7e129a3d7bdb8ca377,msc_clean,"[-0.1107, 0.0102, -0.1128, -0.0165, -0.0479, -0.0712, -0.0219, 0.0104, ...] dimension=384","See the joint review of the letters to the editor [Zbl 0134.24703, Zbl 0134.24704, Zbl 0134.24705, Zbl 0134.24707] in [Zbl 0134.24708]."
74,Letter to the editor: An impossible program,1965,"Strachey, C.",The Computer Journal,"Comput. J. 7, 313 (1965).","1460-2067, 0010-4620",10.1093/comjnl/7.4.313,"03D10, 68Q04",10.1093/comjnl/7.4.313,4b6ca3960197370a1dd3664e2f16bb6d81049838,msc_clean,"[-0.1100, 0.0074, -0.1129, -0.0179, -0.0467, -0.0742, -0.0203, 0.0066, ...] dimension=384","See the joint review of the letters to the editor  [Zbl 0134.24704, Zbl 0134.24705, Zbl 0134.24706, Zbl 0134.24707] in [Zbl 0134.24708]."
75,Correspondence: an impossible program,1965,"Strachey, C.",The Computer Journal,"Comput. J. 8, 215 (1965).","1460-2067, 0010-4620",10.1093/comjnl/8.3.215-a,"03D10, 68Q04",10.1093/comjnl/8.3.215-a,26fd584fdaa30cc7232f953356c63925e817571a,msc_clean,"[-0.1140, -0.0044, -0.1080, -0.0360, -0.0269, -0.0728, -0.0156, 0.0028, ...] dimension=384","See the joint review of the letters to the editor [Zbl 0134.24703, Zbl 0134.24704, Zbl 0134.24705, Zbl 0134.24706] in [Zbl 0134.24708].

The page also contains two further Letters to the editor by B. E. Boutel as well as J. H. G. Phillips and Michael Irish."
76,Skolem and pessimism about proof in mathematics.,2005,"Cohen, Paul J.","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","Philos. Trans. R. Soc. Lond., Ser. A, Math. Phys. Eng. Sci. 363, No. 1835, 2407-2418 (2005).","1364-503X, 1471-2962",10.1098/rsta.2005.1661,"03A05, 00A35, 03-03",10.1098/rsta.2005.1661,c8aa90679a2b318493b95f8a9f6700128651d5c1,msc_clean,"[-0.0404, -0.0176, 0.0256, -0.0504, 0.0649, -0.0003, -0.0501, 0.0624, ...] dimension=384","Summary: Attitudes towards formalization and proof have gone through large swings during the last 150 years. We sketch the development from Frege's first formalization, to the debates over intuitionism and other schools, through Hilbert's program and the decisive blow of the Gödel Incompleteness Theorem. A critical role is played by the Skolem-Löwenheim Theorem, which showed that no first-order axiom system can characterize a unique infinite model. Skolem himself regarded this as a body blow to the belief that mathematics can be reliably founded only on formal axiomatic systems. In a remarkably prescient paper, he even sketches the possibility of interesting new models for set theory itself, something later realized by the method of forcing. This is in contrast to Hilbert's belief that mathematics could resolve all its questions. We discuss the role of new axioms for set theory, questions in set theory itself, and their relevance for number theory. We then look in detail at what the methods of the predicate calculus, i.e. mathematical reasoning, really entail. The conclusion is that there is no reasonable basis for Hilbert's assumption. The vast majority of questions even in elementary number theory, of reasonable complexity, are beyond the reach of any such reasoning. Of course this cannot be proved and we present only plausibility arguments. The great success of mathematics comes from considering `natural problems', those which are related to previous work and offer a good chance of being solved. The great glories of human reasoning, beginning with the Greek discovery of geometry, are in no way diminished by this pessimistic view. We end by wishing good health to present-day mathematics and the mathematics of many centuries to come."
77,On a combinatorial problem. II,1964,"Erdős, Paul",Acta Mathematica Academiae Scientiarum Hungaricae,"Acta Math. Acad. Sci. Hung. 15, 445-447 (1964).","0001-5954, 1588-2632",10.1007/bf01897152,"05D05, 03E05",10.1007/bf01897152,b8a9e2f9632a05a3910a898bbd7eeb058823c412,msc_clean,"[-0.0223, 0.0716, -0.0131, -0.0242, 0.0122, 0.0236, 0.1391, -0.0064, ...] dimension=384","A family \(F\) of subsets of a set \(M\) is said to have property \(B\) if there exists a subset \(K\) of \(M\) so that no set of the family \(F\) is contained either in \(K\) or \(\bar K\) (the complement of \(K\) in \(M\)). \textit{P. Erdős} and \textit{A. Hajnal} [ibid. 12, 87-123 (1961; Zbl 0201.32801)] investigated property \(B\) and its generalizations, and posed the problem: What is the smallest integer \(m(n)\) for which there exists a family \(F\), of sets \(A_1,A_2, \ldots ,A_{m(n)}\) each having \(n\) elements, which does not possess property \(B\)? They observed that \(m(n) \leq \binom{2n-1}{n}\), \(m(1) = 1\), \(m(2) = 3\), \(m(3) = 7\). The author[Nordisk mat. Tidskr. 11, 5-10 (1963; Zbl 0116.01104)] showed that \(m(n)>2^{n-1}\) for all \(n\) and that for \(n > n_0(\epsilon)\), \(m(n) > (1-\epsilon)2^n \log 2\). \textit{W. M. Schmidt} [Acta. Math. Acad. Sci. Hung. 15, 373-374 (1964; Zbl 0143.02501)] proved \(m(n) > 2^n/(1+4/n)\). \textit{H. L. Abbott} and \textit{L. Moser} [Can. Math. Bull. 7, 177-181 (1964; Zbl 0131.01302)], using a constructive method, proved \(m(ab \leq m(a)(m(b))^a\) and from this deduced that for \(n>m_0\), \(m(n)<(\sqrt 7 + \epsilon)^n\) and that \(\lim_{n \to \infty} m(n)^{1/n}\) exists. In the present paper the author uses a non-constructive method to show that \(m(n)<n^22^{n+1}\) (and hence \(\lim_{n \to \infty} m(n)^{1/n} = 2)\), and suggests that \(m(n) = 0(n2^n)\) is a reasonable guess."
78,Rough sets and fuzzy sets,1985,"Pawlak, Zdzisław",Fuzzy Sets and Systems,"Fuzzy Sets Syst. 17, 99-102 (1985).",0165-0114,10.1016/s0165-0114(85)80029-4,03E20,10.1016/s0165-0114(85)80029-4,1aae9e6a676c15491629e815b302b7032dcf17c6,msc_clean,"[0.0247, 0.0007, 0.0408, -0.0751, -0.0784, -0.0078, 0.0782, 0.0381, ...] dimension=384","In this note we compare notions of rough set and fuzzy set, and we show that these two notions are different."
79,Elementary fuzzy calculus,1986,"Goetschel, Roy jun., Voxman, William",Fuzzy Sets and Systems,"Fuzzy Sets Syst. 18, 31-43 (1986).",0165-0114,10.1016/0165-0114(86)90026-6,"26E50, 03E72",10.1016/0165-0114(86)90026-6,034ac1957ec5a451770b9f87da2fff791ae32d7d,msc_clean,"[-0.0603, -0.0131, 0.0326, -0.0887, -0.0568, 0.0399, 0.1147, 0.0465, ...] dimension=384","An extension of the Hausdorff distance is used in definitions of limit properties of fuzzy valued functions. In particular, the derivative and the definite integral of such functions are obtained with properties modelled on real analysis. The paper explains some assumptions introduced by \textit{D. Dubois} and \textit{H. Prade} in their consideration of fuzzy differential calculus (cf. [Fuzzy sets and systems. Theory and applications. New York etc.: Academic Press (1980; Zbl 0444.94049), pp. 106--119]."
80,A taxonomy of problems with fast parallel algorithms,1985,"Cook, Stephen A.",Information and Control,"Inf. Control 64, 2-22 (1985).",0019-9958,10.1016/s0019-9958(85)80041-3,"68W99, 68Q25, 03D60",10.1016/s0019-9958(85)80041-3,9d693ee222fd737cf6c7c0b2d4e1e6da9fdb5c09,msc_clean,"[-0.0364, 0.0044, -0.0603, -0.0491, -0.0143, -0.0597, -0.0271, -0.0745, ...] dimension=384","This is a revised and expanded version of the author's paper in Lect. Notes Comput. Sci. 158, 78-93 (1983; Zbl 0529.68014)."
81,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,2002,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,The American Mathematical Monthly,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,"0002-9890, 1930-0972",10.2307/2695444,"03E25, 03E50",10.2307/2695444,02e484233ad0afc8cea5f7703f2693085a2fd943,msc_clean,"[0.0105, -0.0388, -0.0362, -0.0273, 0.0154, 0.0171, 0.0165, 0.0744, ...] dimension=384","The reader is introduced to two remarkable results in the theory of sets which are not well known among nonspecialists. Both imply the axiom of choice. After reviewing some fundamental definitions of (naive) set theory, detailed proofs of the two results are presented. The first one concerns the trichotomy which states that any two cardinals are comparable, and \textit{F. Hartogs}'s theorem [Math. Ann. 76, 438-443 (1915; JFM 45.0125.01)] that trichotomy is equivalent to the axiom of choice. In particular this implies that no cardinal can be greater than all alephs. The second result is that of \textit{W. Sierpiński} [Fundam. Math. 34, 1-5 (1947; Zbl 0032.05302)] that the generalized continuum hypothesis implies the axiom of choice.


Correction: p. 553: replace (9) by (8)."
82,The axiomatization of set theory.,1928,"von Neumann, J.",Mathematische Zeitschrift,"Math. Z. 27, 669-752 (1928).","1432-1823, 0025-5874",10.1007/bf01171122,03Exx,10.1007/bf01171122,4132e2d8524f7a3b793731c39662f74dda6b753d,msc_clean,"[-0.0336, -0.0351, -0.0348, -0.0841, -0.0028, -0.0235, -0.0110, 0.0344, ...] dimension=384","Verf. hat in [J. Reine Angew. Math. 154, 219--240 (1925); Berichtigung 155, 128 (1925; JFM 51.0163.04)] ein Axiomensystem für die allgemeine Mengenlehre angegeben und in grundsätzlicher Richtung naher untersucht, das von den vorhandenen Axiomensystemen wesentlich abweicht. Aus diesem Axiomensystem die Hauptresultate der allgemeinen Mengenlehre wirklich herzuleiten, ist der Zweck der vorliegenden Arbeit.

Im ersten Kapitel werden die Axiome formuliert und ihrer Bedeutung nach analysiert. Auf eine sorgfältige, verhältnismäßig tiefliegende Herleitung der grundlegenden Operationen und Begriffsbildungen in den Kapiteln II und III folgt eine Theorie der Ordnung und der Wohlordnung sowie die Einführung der -- hier als Haupthilfsmittel der allgemeinen Mengenlehre erscheinenden -- Ordnungszahlen als gewisser spezieller Mengen; deren Existenz ist gesichert durch ein sehr kräftiges Axiom (IV 2), welches in der üblichen Ausdrucksweise die Axiome der Aussonderung, der Auswahl und der Ersetzung in sich vereint. Das folgende Kap. VI benutzt die hergeleiteten Ergebnisse zu einem Beweis des Wohlordnungssatzes, der von den üblichen völlig abweicht und sich ganz auf die Eigenart des Axiomensystems gründet.

Erst jetzt folgen in den Kapiteln VII und VIII die Theorien der Äquivalenz und speziell der endlichen Mengen; die finite Induktion wird nicht vorausgesetzt, sondern auf Grund der Axiomatik eingeführt. Diese von der üblichen Art abweichende Voranstellung der Ähnlichkeit vor die Äquivalenz bietet u. a. den Vorteil, die Theorie der Äquivalenz ohne Unterbrechung durch den Wohlordnungssatz in einem Zug durchzuführen. Der Äquivalenzsatz ergibt sich hierbei als Folge eines Theorems über Ordnungszahlen.

Den Schluß macht ein der transfiniten Induktion gewidmetes Kapitel, das auch den Spezialfall der gewöhnlichen Induktion behandelt. Es handelt sich wesentlich um die Definition durch Induktion, deren Durchführung auf axiomatischer Grundlage ein ganz neues Problem ist, die aber auch vom n..."
83,The intractability of resolution,1985,"Haken, Armin",Theoretical Computer Science,"Theor. Comput. Sci. 39, 297-308 (1985).",0304-3975,10.1016/0304-3975(85)90144-6,"03B35, 03D15, 03F20, 03B05, 68Q25",10.1016/0304-3975(85)90144-6,786c1bd3d764291f485d7435a65a39526f95801c,msc_clean,"[0.0130, 0.0107, -0.0242, 0.0081, 0.0015, 0.0412, -0.0030, 0.0340, ...] dimension=384","In 1970, \textit{G. S. Tsejtin} [On the complexity of derivations in propositional calculus, Studies in Math. and Math. Logic II, 115-125 (1970)] proved that regular resolution for propositional logic is exponential; this means that there exists an infinite sequence of sets of clauses, whose minimal regular resolution trees are of exponential size. However, the complexity of general resolution (for propositional logic) remained unknown until now. Thus this paper is an important contribution to complexity theory, showing that propositional resolution is exponential. The sequence of sets of clauses establishing the exponential lower bound is defined by the so called pigeonhole principle; the clauses defined in this paper were also used by \textit{S. A. Cook} and \textit{R. A. Reckhow} [J. Symb. Logic 44, 36-50 (1979; Zbl 0408.03044)] for another purpose. Technically, the clauses are represented by rectangular schemata, which describe the position of positive and negative signs of the Boolean variables. Moreover, the author shows that the sequence of clause-sets \(PF_ n\) (whose resolution trees are at least of size \(c^ n\) for a constant c) can be proved by extended resolution in polynomial length (extended resolution is a method defined by Tsejtin). Therefore the tautologies \(PF_ n\) are only hard for resolution, and the complexity of the tautology problem for propositional logic (which is co- NP complete) remains unknown."
84,Vague sets,1993,"Gau, Wen-Lung, Buehrer, Daniel J.","IEEE Transactions on Systems, Man, and Cybernetics","IEEE Trans. Syst. Man Cybern. 23, No. 2, 610-614 (1993).",0018-9472,10.1109/21.229476,"03E72, 94D05",10.1109/21.229476,3c2a656c2e06b9687b88bca2562af63362d249bf,msc_clean,"[0.0178, 0.0276, 0.0164, -0.0370, -0.0430, -0.0271, 0.1640, -0.0034, ...] dimension=384","Summary: A vague set is a set of objects, each of which has a grade of membership whose value is a continuous subinterval of \([0,1]\). Such a set is characterized by a truth-membership function and a false-membership function. The notions of inclusion, union, intersection, and complement are extended to such sets, and various properties of vague sets are established. Finally, convex vague sets are introduced."
85,"A set of five independent postulates for Boolean algebras, with application to logical constants.",1913,"Sheffer, H. M.",Transactions of the American Mathematical Society,"Trans. Am. Math. Soc. 14, 481-488 (1913).","1088-6850, 0002-9947",10.2307/1988701,03G05,10.2307/1988701,9f6af04ab3b3c15b0eab5ed2ece086ae209fd76d,msc_clean,"[-0.0772, 0.0036, -0.0586, -0.0029, -0.0080, -0.0498, 0.0622, -0.0588, ...] dimension=384","Als Vorzüge seines Axiomensystems betrachtet Verf. die geringe Anzahl der Axiome (nur 5) sowie das Fehlen von Existenzpostulaten für \(0, 1\) (Verf. sagt \(z\), \(u\)) und das Negat. Den wichtigsten Vorzug aber erwähnt er nicht. \textit{Huntington}, der einzige, der überhaupt die Unabhängigkeit seiner Axiomensysteme zu beweisen versucht hat, hat nämlich zu diesem Zweck in allen seinen 3 Axiomensystemen auch solche Axiome aufgenommen, welche das Erfülltsein früherer Axiome zur Voraussetzung machen. Dieses billige und unzulässige Mittel, beliebigen Schwierigkeiten aus dem Wege zu gehen, vermeidet Verf. und stellt danach zum ersten Mal ein System \textit{nachweislich} unabhängiger Axiome auf.

 Die einzige Operation, die er voraussetzt, ist \(a/b\), die sich nachher mit dem \textit{Schröder}schen \(\bar a\bar b\) identisch erweist. Negation und Addition lassen sich nun definieren mit Hilfe der \(/\) Operation: \(\bar a=a/a\), \(a+b=(a/b)/(a/b)\). Die \textit{Russell}schen Grundbegriffe der Negation und Disjunktion lassen sich daher ersetzen durch einen einzigen Grundbegriff ``/'', die ``Rejektion''.

 Die kleine Abhandlung verdient also Beachtung!"
86,The syntax of nonstandard analysis,1988,"Nelson, Edward",Annals of Pure and Applied Logic,"Ann. Pure Appl. Logic 38, No. 2, 123-134 (1988).",0168-0072,10.1016/0168-0072(88)90050-4,"03H05, 03C62, 03E70",10.1016/0168-0072(88)90050-4,fbb61f4cba6b056a1a5d8aab5100b5743d98bad8,msc_clean,"[-0.0877, 0.0501, -0.0242, -0.0223, 0.0111, -0.0250, 0.0196, 0.0573, ...] dimension=384","The author continuous in this paper his influential study, started with the paper ``Internal set theory: a new approach to nonstandard analysis'' [Bull. Am. Math. Soc. 83, 1165-1198 (1977; Zbl 0373.02040)], of formalizations of principles of nonstandard analysis. While the aim of the first paper was to construct a formal system, Internal Set Theory (IST), which codified a large part of existing mathematical practice of n.a., in the present paper the author shows that ``... the proofs in IST may be regarded as abbreviations of proofs within conventional mathematics...''. In this purely syntactical approach, the author follows one of A. Robinson's original approaches which is characteristic by emphasizing new deductive procedures rather than new entities. The core of the paper is a reduction procedure for formulas and proofs of a theory \({\mathcal A}\) * \((=IST\) on a language enriched by the language of a model of a first order theory \({\mathcal A})\) into formulas and proofs of a theory \(\tilde {\mathcal A}\) \((=adequately\) enriched ZFC). This reduction procedure gives a solution to a problem posed by \textit{A. Robinson} [J. Symb. Logic 38, 500-516 (1973; Zbl 0289.02002), problem No.11] which consisted of finding ``... a purely syntactical transformation which correlates standard and nonstandard proofs of the same theorems in a large area...''."
87,Mathematics in megethology,1993,"Lewis, David",Philosophia Mathematica,"Philos. Math., III. Ser. 1, No. 1, 3-23 (1993).","0031-8019, 1744-6406",10.1093/philmat/1.1.3,"03A05, 03B30, 03E70",10.1093/philmat/1.1.3,1d372584e53b16c0585cf7736b932f8dfefe197d,msc_clean,"[-0.0356, -0.0366, 0.0623, -0.0050, -0.0161, 0.0221, -0.0325, 0.0344, ...] dimension=384","Summary: Megethology is the second-order theory of the part-whole relation. It can express such hypotheses about the size of Reality as that there are inaccessibly many atoms. Take a non-empty class to have exactly its non-empty subclasses as parts; hence, its singleton subclasses as atomic parts. Then standard set theory becomes the theory of the member-singleton function -- better, the theory of all singleton functions -- within the framework of megethology. Given inaccessibly many atoms and a specification of which atoms are urelements, a singleton function exists, unique up to isomorphism. (This article is partly abridged from my [Parts of classes. Oxford: Basil Blackwell (1991; Zbl 0900.03061)], partly a sequel.)"
88,100 years of Zermelo's axiom of choice: what was the problem with it?,2009,"Martin-Löf, Per",Synthese Library,"Lindström, Sten (ed.) et al., Logicism, intuitionism, and formalism. What has become of them? Originated from the conference and the symposium on constructive mathematics, Uppsala, Sweden, August 2004. Dordrecht: Springer (ISBN 978-1-4020-8925-1/hbk; 978-1-4020-8926-8/e-book). Synthese Library 341, 209-219 (2009).","2542-8292, 0166-6991",10.1007/978-1-4020-8926-8_10,"03E25, 03-03",10.1007/978-1-4020-8926-8_10,03ae4a912dbf774402346c4cb94e4c0fb1fde991,msc_clean,"[-0.0882, -0.0242, -0.0094, -0.0456, 0.0526, 0.0052, 0.0645, 0.0862, ...] dimension=384","The author begins with a short survey over the history of the axiom of choice. Then he presents a proof of the following theorem: The following are equivalent in constructive type theory: (i) The extensional axiom of choice. (ii) Zermelo's axiom of choice. (iii) Epimorphisms split, that is, every surjective extensional function has an extensional right inverse. (iv) Unique representatives can be picked from the equivalence classes of any given equivalence relation. Further it is proved: When constructive type theory is strengthened by the extensional axiom of choice, the set-theoretical axiom of choice becomes validated under the Aczel interpretation.

For the entire collection see [Zbl 1154.03003]."
89,Comments on Prof. Kazuyuki Nomoto's paper,2006,"Martin-Löf, Per",Annals of the Japan Association for Philosophy of Science,"Ann. Jap. Assoc. Philos. Sci. 14, No. 2, 98-99 (2006).","1884-1228, 0453-0691",10.4288/jafpos1956.14.98,"03A05, 00A30, 01A55, 03-03",10.4288/jafpos1956.14.98,e241ebd3f53f58b597116e4ca5da6777333f78e6,msc_clean,"[-0.0383, 0.0129, 0.0390, -0.0339, 0.0278, 0.0059, 0.0414, 0.0555, ...] dimension=384","This is a short commentary on a paper by \textit{K. Nomoto} [ibid. 14, No. 2, 73--97 (2006; Zbl 1111.03007)], reviewed below. The author first expresses agreement with Nomoto's claim that Frege had a notion of inference but not of implication. He then commends Nomoto for bringing to our attention a subtle distinction of Frege's between two different kinds of abstraction. This distinction is said to be crucial to constructive type theory and to show that Frege ``had after all an explicit notation for functional abstraction'' (p. 99)."
90,The calculus of constructions,1988,"Coquand, Thierry, Huet, Gérard",Information and Computation,"Inf. Comput. 76, No. 2-3, 95-120 (1988).",0890-5401,10.1016/0890-5401(88)90005-3,"03F35, 03B40, 68N01",10.1016/0890-5401(88)90005-3,61d8cd13cd09caac255b56a9aec465c577609daa,msc_clean,"[-0.1008, 0.0136, -0.0209, -0.0422, -0.0220, 0.0127, 0.0378, 0.0397, ...] dimension=384","This paper presents a calculus which is an impredicative extension of Martin-Löf type theory. It contains as a subsystem the functional system \(F\omega\) developed by J. Y. Girard (1972) in order to extend Gödel's Dialectica interpretation to higher-order arithmetic. It has been shown since then [in \textit{Ch. Paulin}'s thesis (Paris VIII, 1989)] how to define a modified realizability interpretation from the present calculus in \(F\omega\), and hence that the calculus of construction is conservative over \(F\omega\). 


The notation used is that of Automath and the system is suitable for implementation, and can be seen as a very general type system for functional programming language and/or mechanized mathematics. A realizability interpretation in untyped \(\lambda\)-calculus is described. This has been generalized to an extensional model of the calculus using the notion of \(\omega\)-sets of E. Moggi, in \textit{Th. Ehrhard}'s thesis (Paris VII, 1988) and in \textit{Th. Streicher}'s thesis (Passau, 1988)."
91,Flag algebras,2007,"Razborov, Alexander A.",Journal of Symbolic Logic,"J. Symb. Log. 72, No. 4, 1239-1282 (2007).","0022-4812, 1943-5886",10.2178/jsl/1203350785,"03C13, 05A16, 05C35, 05D05, 05E99, 15A99",10.2178/jsl/1203350785,902eeca572c2d5b73c29b3c02c277f21a95234e9,msc_clean,"[-0.0464, -0.0146, -0.0757, -0.0605, -0.0339, -0.0497, 0.0686, -0.0085, ...] dimension=384","Although this paper is presented as a work in (relational) finite model theory, it is also a very significant and interesting work in extremal combinatorics. It presents a formal calculus for computing densities of occurrences of combinatorial substructures within combinatorial structures, most notably for the occurrences of (isomorphic copies of) a graph within larger graphs. In the introduction, the author proposes to distill and organize a ``handful'' of techniques into an algebraic apparatus that would clarify the mathematics and on occasion make it more accessible to computerization. The paper is presented largely in terms of graphs and digraphs, but it actually applies to any signature for relational structures.

The basic idea is the notion of a flag algebra. Fixing a signature, a flag is a model with a specific submodel (fixed by an assignment \(\sigma\)), and \(\mathcal F^{\sigma}\) is the set of all (isomorphism types of) flags with the submodel specified by \(\sigma\) (and \(\mathcal F^{\sigma}_{\ell}\) is the set of such flags of cardinality \(\ell\)). Then, if \(\mathbb R \mathcal F^{\sigma}\) is the (formal) linear algebra of basis \(\mathcal F^{\sigma}\), we can mod out a kernel of formal combinations to get an algebra generated by equalities 

\[
\widetilde F = \sum_{F\in \mathcal F^{\sigma}_{\ell}} p(\widetilde F, F) F,
\]
 
where \(p(F_1, F_2)\) is the probability that if we chose card\((F_1)\) points at random (in accordance with some given distribution) from \(F_2\), including the common submodel fixed by \(\sigma\), the resulting flag would be isomorphic to \(F_1\). (The sum turns out to be independent of \(\ell\) provided that the flag \(F\) has at least \(\ell\) elements.)

The resulting algebra \(\mathcal A^{\sigma}\) is extended to include multiplication, allowing for formal products of graphs representing distributions of the factors. These formal expressions are decoded using (positive) homomorphisms \(\mathcal A^{\sigma} \to \mathbb R\..."
92,Languages that capture complexity classes,1987,"Immerman, Neil",SIAM Journal on Computing,"SIAM J. Comput. 16, 760-778 (1987).","0097-5397, 1095-7111",10.1137/0216051,"68Q25, 03D15",10.1137/0216051,2ae047d7a2a8a8a87a59ec3db4931edfc96b0509,msc_clean,"[-0.0177, -0.0827, 0.0647, 0.0480, 0.0180, -0.0420, 0.0193, -0.0462, ...] dimension=384","Some results on interrelations between the problems expressible by logical languages and the complexity classes are proved. The set \(1^{st}O\) of all finite models of the first order languages is strictly contained in the complexity class L (deterministic logspace). Adding the operator pos TC of the positive reflexive transitive closure of the relations, the author proves the coincidence \(NL=1^{st}O+pos TC\). Moreover \(L=1^{st}O+DTC\), where DTC is the deterministic version of the transitive closure. Similar results on the descriptions of the polynomially space complexity classes in the terms of second order logical languages are ascertained, in particular \(PSPACE=2^{nd}O+TC\)."
93,On the definition by transfinite induction and related questions of general set theory.,1928,"von Neumann, J.",Mathematische Annalen,"Math. Ann. 99, 373-391 (1928).","0025-5831, 1432-1807",10.1007/bf01459102,03Exx,10.1007/bf01459102,8780a904a36da63752c6c4adf18262dff52aa5c2,msc_clean,"[-0.0757, -0.0141, 0.0498, 0.0310, -0.0186, 0.0741, 0.0916, 0.0171, ...] dimension=384","I. Es wird gezeigt, daß\ das \textit{Fraenkel}sche Ersetzungsaxiom -- wenn \(M\) eine Menge und \(f\) eine Funktion ist, so gibt es eine Menge \(M'\) deren Elemente sämtliche \(f(x)\) mit \(x;\varepsilon;M\) und nur diese sind -- aus den übrigen Axiomen der Mengenlehre herleitbar ist, wenn man bei der Formulierung des Aussonderungsaxioms den Fraenkelschen Funktionsbegriff zugrundelegt. Es wird also eine Erweiterung des Funktionsbegriffs nötig, da die Fraenkelsche Axiomatik ohne das Ersetzungsaxiom zur Sicherung spezieller Mengen und zur Ordinalzahltheorie nicht ausreicht, und es wird auch eine Erweiterung vorgeschlagen, von der sich zeigen läßt, daß\ sie das Verlangte leistet, insbesondere das Ersetzungsaxiom von den übrigen unabhängig macht. Anmerkung: Um diese Unabhängigkeit nachzuweisen, hat man eine Mengenlehre zu konstruieren, die den üblichen Axiomen genügt, aber nur Mengen der Mächtigkeit 
\[
<\aleph_0+2^{\aleph_0}+2^{2\aleph_0}+\cdots
\]
 enthält (briefliche Mitteilung von \textit{J. von Neumann}).

 II. Es werden die Ordinalzahlen (kurz OZ) folgendermaßen definiert:

 Eine wohlgeordnete Menge \(M\) ist dann und nur dann OZ, wenn für alle \(x;\varepsilon;M\) gilt: 
\[
 x=A(x;M); 
\]
 dabei bedeutet \(A(x;M)\) den durch \(x\) bestimmten Abschnitt (Anfangsstück, Gesamtheit der Vorgänger) von \(M\).

 Es läßt sich dann zeigen:

 (1) Zu jeder wohlgeordneten Menge gibt es eine und nur eine ihr ähnliche OZ.

 (2) Von zwei verschiedenen OZ ist eine echte Teilmenge der anderen.

 (3) Dann und nur dann ist \(P\) eine \(OZ\), wenn aus \(Q\varepsilon P\) folgt, daß\ \(Q\) eine OZ und Teilmenge von \(P\) ist.

 (4) Man kann mit Hilfe der OZ auch die Kardialzahlen (kurz KZ) definieren: Eine OZ \(P\) ist dann und nur dann KZ, wenn für keine OZ \(Q<P\) gilt, daß\ \(P\) und \(Q\) äquivalente Mengen sind.

 Dann gibt es zu jeder wohlordnungsfähigen Menge eine und nur eine ihr äquivalente KZ (bei Benutzung des Wohlordnungssatzes also zu jeder Menge schlechthin).

 III. Ist..."
